category,name,actor,year
歌舞,《十二生肖拜大年》,梦鸽、魏金栋、孙浩、任静等,1992
相声,《改门脸》,唐爱国、齐立强,1992
歌曲,《乡愁》,胡浩波（旅法葡籍华人）,1992
小品,《姐夫与小舅子》,陈佩斯、朱时茂,1992
歌舞,《春天来了》,王蕾、刘小丽、马梅、周建霞、郑莉,1992
歌曲,《难忘今宵》,李谷一,1992
开场曲,《挂红灯》,海军海娃艺术团,1993
歌舞,《海军海娃艺术团》,宋祖英、李丹阳、吴琼、陈俊华,1993
魔术表演,,秦鸣晓姚金芬,1993
戏曲表演,《春童献瑞》,南京小红花艺术团,1993
小品,《擦皮鞋》,黄宏、魏积安,1993
歌舞,《好年头好兆头》,陈红、景岗山,1993
戏曲小品,《群丑争春》,朱世慧、寇春华、牛得草、张寄蝶、刘异龙、林继凡、李笑非、任廷芳、王道正等,1993
歌曲,《想家的时候》,阎维文、万山红,1993
小品,《老拜年》,赵本山、王中青、苏杰、阎淑萍,1993
歌曲,《像雾像雨又像风》,梁雁翎,1993
歌曲,《除了你还有谁》,邝美云,1993
歌曲,《太阳从你手中升起》,董文华,1993
舞蹈,《山妞与模特》,周洁、四川省凉山州歌舞团,1993
歌曲,《走进我的梦幻童年》,蔡国庆,1993
小品,《张三其人》,严顺开、赵玲琪、杨新鸣、徐小帆、鞠波,1993
歌曲,《赶圩归来啊哩哩》,罗宁娜,1993
相声,《相声》,姜昆、唐杰忠,1993
歌曲,《春的祝贺》,彭丽媛,1993
歌曲,《众人划浆开大船》,傅笛生,1993
舞蹈,《两棵树》,杨丽萍、陆亚,1993
小品,《桥》,潘长江、黄小娟,1993
歌曲,《回家》,王杰,1993
歌曲连唱,《热歌热舞》、《把所有的爱都给你》、《全心演好每一个自己》,郭富城、马萃如,1993
川剧小品,《射雕》,王馥荔、邓婕、陈小艺,1993
歌曲,《涛声依旧》,毛宁,1993
歌曲,《妈妈怀里的歌》,蒋小涵,1993
相声,《拍卖》,牛群、冯巩,1993
歌曲,《为我们的今天喝彩》,林萍,1993
京剧选段,《坐宫》,梅葆玖、梅葆玥,1993
小品,《推销》,张国立、刘亚津、张敬,1993
歌曲,《传统光辉耀星河》,,1993
歌曲,《风》,毛阿敏,1993
民乐演奏,《幸福年》,中国广播艺术团民乐团,1993
歌曲,《金鸡报春》,梦鸽、魏金栋,1993
小品,《黄土坡》,郭达、蔡明,1993
相声,《侯大明白》,侯跃文、石富宽,1993
戏曲,《武旦绝技》,方小娅,1993
歌曲,《一角四唱》,王树芳,1993
小品,《市场速写》,郭冬临、张慈、法比奥,1993
舞蹈,《闻鸡起舞》,陶金、阿内、阿兵,1993
尾声,《携手同行》,解晓东、罗文、苏芮、巫启贤、那英,1993
开场歌舞,《千秋万岁为大年》,南京军区前线歌舞团、大连歌舞团、武警十三支队,1994
少儿歌舞,《金钹响鼓送除夕》,河南开封市少儿盘鼓队、沈阳市青少年宫艺术团,1994
歌曲,《除夕情》,毛阿敏,1994
歌曲,《足下飞舞跳跳跳》,二炮歌舞团舞蹈队,1994
少儿歌舞,《狗娃闹春》,山东郓城宋江武术学校,1994
京剧,《铡美案》片段、《赤桑镇》片段,王海波、王树芳,1994
小品,《越洋电话》,郭达、蔡明,1994
歌曲,《黎明》,蔡大生,1994
综艺,《思乡》,孔祥东、吕思清、潭元元、徐刚,1994
杂技,呼啦圈表演,欧阳贝妮,1994
歌曲,《一二三四歌》,阎维文,1994
小品,《密码》,高秀敏、赵世林,1994
歌舞,《找朋友》,南京军区前线歌舞团,1994
无伴奏独唱,《蝉之歌》,贵州黔东南自治区代表队,1994
歌曲,《竹马沙沙》,思浓、思雨,1994
群口相声,《跑题》,李金斗、石富宽、阎月明、单联丽,1994
二重唱,《城市面孔》,罗宁娜,1994
纪实节目,《全家福》,倪萍、徐永辉,1994
歌曲,《今日的中国人》,殷秀梅,1994
小品,《八哥来信》,王馥荔、戚慧、赵亮,1994
歌曲,《长大后我成了你》,宋祖英,1994
小品,《吃饺子》,赵丽蓉、李文启、王涛,1994
小品,《打扑克》,黄宏、侯跃文,1994
歌曲,《长城长》,董文华,1994
歌曲,《回家的人》,江涛,1994
小品,《上梁下梁》,郭柏松、杨瑞瑞,1994
二重唱,《春花》,梦鸽、魏金栋,1994
戏曲集锦,《群英荟萃》①《观灯》②《花木兰》③《梁祝》,韩再芬、李迎春小香玉肖雅、吴国兰、耿其昌、王立军、郭秉新等,1994
相声,《点子公司》,冯巩、牛群,1994
歌曲,《喊太阳》,聂建华,1994
四重唱,《家乡的花》,翟宪立、李丹阳、周灵燕、董青,1994
二重唱,《无悔的选择》,蔡国庆、林萍,1994
歌舞,《追日》,刘敏、黄启成、南京军区歌舞团、大连歌舞团,1994
魔术小品,《大变活人》,陈佩斯、朱时茂、梅婷[3]等,1994
舞蹈,《春梦》,沈培艺、南京军区前线歌舞团、大连歌舞团,1994
歌舞,《生命之火》,韩延文,1994
歌曲,《听春风》,张也,1994
小品,《拆迁变奏曲》,魏吉安、杨蕾、韩善续,1994
歌舞,《篝火狂欢》,北京舞蹈学院民间舞系、国家民委少数民族代表队,1994
开场歌舞,《吉祥红灯舞》,黑龙江省歌舞剧院舞蹈团、兰州军区战斗歌舞团、北京军区战友歌舞团、湖北省宜昌市歌舞团、蓝天幼儿艺术团,1995
歌舞,《你想看什么》,陶金、谢津,1995
歌舞,《大年夜》,山西省歌舞剧院黄河少年艺术团、方明、张帆、卢崧、苏青,1995
歌曲,《万事如意》,张也,1995
小品,《找焦点》,黄宏、杨蕾,1995
歌组合,①《火火的歌谣》②《梦在他乡》③《今儿个高兴》,林依轮毛宁、解晓东,1995
小品,《如此包装》,赵丽蓉、巩汉林、孟薇等,1995
舞蹈,《醉鼓》,黄豆豆、兰州军区战斗歌舞团、黑龙江省歌舞剧院舞蹈团,1995
歌组合,①《轻轻地告诉你》②《江南柳》③《辣妹子》,杨钰莹甘苹宋祖英,1995
歌曲,《当我们年轻时》,郑咏、幺红,1995
歌曲,《斗牛士之歌（英语：Toreador Song）》,袁晨野、北京蓝天幼儿艺术团,1995
歌曲,《欢乐颂》,杜吉刚、王蕾、王霞、雷岩,1995
相声,《谁有毛病》,刘俊杰、赵炎,1995
歌曲,《风中有朵雨做的云》,孟庭苇,1995
小品,《父亲》,郭达、蔡明、赵宝乐、于海伦等,1995
歌组合,①《回家》②《爱的港湾》③《骨肉情》,蔡国庆张迈阎维文,1995
小串场,《人体复印机》,李博成、李博良等,1995
京剧汇唱,《包龙图》迟彦春、李养元《铡美案》选段 演唱者：李欣 康万生 杨燕毅《赤桑镇》选段 演唱者：马名骏《普天乐》选段 演唱者：宋昌林 邓伟 孟广禄《打龙袍》选段 演唱者：尚长荣,操琴、迟彦春、司鼓：李养元李欣、康万生、杨燕毅马名骏宋昌林、邓伟、孟广禄尚长荣,1995
相声,《最差先生》,牛群、冯巩,1995
歌组合,①《小桃红》②《同桌的你》 ③《天不下雨天不刮风天上有太阳》⑷《牵挂你的人是我》⑸《笑脸》,白雪老狼于文华、尹相杰高林生谢东,1995
歌曲,《中华民谣》,陈红、孙浩,1995
小品,《牛大叔“提干”》,赵本山、范伟、张玉屏,1995
歌曲,《算盘歌》,江涛、张秋秋、谢若琳,1995
歌曲,《雾里看花》,那英,1995
小品,《有事您说话》,郭冬临、李文启、买红妹,1995
舞蹈,《春韵》,周洁、兰州军区战斗歌舞团,1995
歌曲,《遥远的朋友》,彭丽媛,1995
魔术表演,,付腾龙、徐秋、徐越等,1995
歌曲,《忘情水》,刘德华,1995
歌曲,《不朽的黄河》,董文华,1995
小品,《纠察》,孙涛、郭月,1995
歌组合,《当兵的人》　①《什么也不说》②《士兵小唱》 ③《当兵的人》,郁钧剑范春梅、范琳琳、刘小娜刘斌,1995
歌曲,《金陵十二钗》,何英、颜恝、邱华芳、吴俊、张志红等,1995
杂技,杂技精萃,成都军区战旗杂技团、天津市杂技团,1995
歌曲,《远方伴着你》,毛阿敏,1995
群口相声,《新春乐》,李金斗、石富宽、常贵田、阎月明,1995
歌曲,《美丽的心愿》,李丹阳、罗宁娜,1995
舞蹈,《欢聚》,何晓佩、黑龙江省歌舞剧院舞蹈团、兰州军区战斗歌舞团、北京军区战友歌舞团,1995
歌曲,《中国大舞台》,殷秀梅,1995
小歌剧,《克里木参军》选段,孙丽英、阿不力孜聂,1995
舞蹈,《土里巴人》,戴莉、陈东、湖北宜昌市歌舞剧团、兰州军区战斗歌舞团、黑龙江省歌舞剧院舞蹈团、北京军区战友歌舞团,1995
歌曲,《今夜难眠》,杨洪基、林萍,1995
开场歌舞,,张也、魏松、冯健雪,1996
歌舞,《过大年》,杭天琪、红霞、徐樱,1996
三地相声,《一样不一样》,王平、唐杰忠（北京）、王谦祥、李增瑞（上海）、常贵田、王培元（西安）,1996
歌组合,《童心童趣》,胡珊珊、洪潇、柳婕莹、欧阳梦婷、唐婉等,1996
小品,《机器人趣话》,蔡明、郭达,1996
歌曲,《火火的北京》,谢晓东,1996
音乐小品,《过河》,潘长江、阎淑萍,1996
歌与舞,《兵哥哥》,宋祖英、张玉萍,1996
三地小品,《一个钱包》,李丁、刘淑萍、杨新鸣（北京）魏启明、童正维、何冰（上海）、李琦、句号、王艳梅（西安）,1996
歌组合,《乡风乡韵》,曲比阿乌、李蓉、陆莉莉、徐秀霞、杨华、金永玲、阿布力孜、聂凯、凯璐、耿国际、张世嵘、松鹿、马文杰,1996
戏歌,《中国戏曲真神奇》,刘斌、孙丽英、郭公芳、程桂兰、韩延文,1996
相声,《其实你不懂我的心》,姜昆、戴志诚、北京国安足球队、上海申花足球队、西安球迷,1996
歌曲,《我的爱对你说》,叶倩文,1996
小品,《打工奇遇》,赵丽蓉、巩汉林、金珠,1996
舞蹈,《丰收夜》,熊健、李晓燕,1996
小品,《今晚直播》,黄宏、徐帆,1996
歌曲,《真情永远伴着您》,董文华,1996
小品,《路口》迟彦春、李养元《铡美案》选段 演唱者：李欣 康万生 杨燕毅《赤桑镇》选段 演唱者：马名骏《普天乐》选段 演唱者：宋昌林 邓伟 孟广禄《打龙袍》选段 演唱者：尚长荣,郭冬临、魏积安、赵亮,1996
歌曲,《我属于中国》,彭丽媛,1996
歌曲,《我们一起来唱歌》,阎维文,1996
小品,《三鞭子》,赵本山、范伟、李海,1996
京剧名段荟萃,《行云流水》,于魁智、李海燕、邓沐玮、梅葆玖、赵葆秀、耿其昌、李维康,1996
相声,《明天会更好》,牛群、冯巩,1996
激光琴演奏,《流光溢彩》,周小燕、程不时,1996
歌组合,《95流行风》,蔡国庆、孙悦、黄格选、高松、伊扬、安伟、韩特、俞静、谢若琳、钟梅、季红、杨洋、王智慧、高枫、刘小娜,1996
地方戏曲集锦,《地方戏曲集锦》,小香玉、胡敏华、李梅、董利森、赵忠祥、倪萍等,1996
独舞,《绿》,刘晶,1996
评弹演唱,《穿越霓虹》,苏红、朱虹,1996
歌曲,《总会等到那一天》,那英、毛宁,1996
相声,《老少乐》,马季、刘伟,1996
歌曲,《名人名曲组唱》,成方圆、郁钧剑、关牧村、蒋大为,1996
三地歌组合,《神州大对歌》,吕继宏、李丹阳、林萍、林依伦、阵思思（北京）、佟铁鑫、红豆、甘苹、白雪、周灵燕（上海）、王静、魏金栋、孙浩、陈俊华、何静（西安）,1996
三地歌舞,《迎春钟声》,袁晓红、李星、吕薇、肖玫、朱砂、刘媛媛、相玲、陈静,1996
歌曲,《中国我可爱的故乡》,江涛张迈,1996
歌曲,《畅饮回忆》,童安格,1996
歌组合,《欢歌恋曲》,陈真、聂建华、泽娜卓玛、多吉次仁、乌日娜、乌兰那日苏、戴滨、王英民、梁音、孙静,1996
魔术,《隔夜修书》,傅腾龙、徐越、傅琰东,1996
歌曲,《公仆赞》,万山红,1996
歌组合,《江河共举杯》,殷秀梅、袁晨野、黄岳峰、王霞、顾欣、余佩敏、王静、孙毅,1996
尾声,《难忘今宵》,李谷一、全体演员、陈军,1996
开场歌舞,《大团圆》,全体演员,1997
歌曲,《手挽手心连心》,刘欢、蒋中一,1997
小儿京剧,《菊坛新蕊》,胡晓楠、中国戏曲学校附中、河北艺术学校保定分校,1997
相声,《两个人的世界》,冯巩、牛群,1997
歌舞,《青青世界》,那英,1997
小品,《柳暗花明》,魏积安、高秀敏,1997
歌舞,《真情永存》,宋祖英,1997
小品,《过年》,郭达、蔡明、郭冬临,1997
歌舞,《中国娃》,解晓东,1997
小品,《三姐妹当兵》,孙涛、景风凌、王景、郭月,1997
歌舞组合,《青春季节》,杨洋、金彪、苑冉、丝敏、嘉悦、李蓉、徐秀霞、高瑛、辛辛、刘莹莹、胡晶、李岩、蒋中一,1997
微型音乐剧,《天长地久》,王刚、尹相杰、孙悦、王静、佟铁鑫、袁莉、王新军,1997
相声小段,《送春联》,笑林、李国威,1997
歌组合,《老唱片与激光唱盘》,马玉涛、胡松华、邓玉华、李双江、李光曦、聂建华、林依轮、李丹阳、魏英霞、王洪兰、雷湘、钟梅、季红、杨洋、陈明、冯晓泉、廖忠、伊杨、满文军,1997
相声,《送您一支歌》,姜昆、戴志诚,1997
歌曲,《春天的故事》,董文华,1997
京剧名家名段,《流派纷呈》,于魁智、赵秀君、孟广禄、张建国、李海燕、尚长荣,1997
小品,《鞋钉》,黄宏、巩汉林,1997
歌舞,《珠穆朗玛》,彭丽媛,1997
小品,《红高粱模特队》,赵本山、范伟等,1997
地方戏曲,《戏苑飘香》,小香玉、李东桥、李梅、马兰、刘芸、王超,1997
幽默体操小品,《宇宙体操选拔赛》,陈佩斯、朱时茂、李宁、李大双、李小双、李敬、李春阳、李小鹏,1997
歌曲,《拥抱明天》,林萍、毛宁、江涛,1997
歌舞,《黄河鼓震》,郁钧剑、张也,1997
小品,《戏里戏外》,牟洋、于海伦、黄玉玲,1997
歌组合,《地方戏曲集锦》,孙静、耿维华、孙丽英、吕继宏、刘玉婉、梦鸽、王英民、陈小涛,1997
相声,《京九演义》,侯耀文、石富宽,1997
歌曲,《天使》,彭羚,1997
相声小段,《送福》,唐杰忠、刘流,1997
歌曲,《公元一九九七》,孙国庆、朱明瑛、韩磊、田震、孙楠、彭玲、王霞、左纯、冯桂荣,1997
配乐诗朗诵,《北京时间》,赵忠祥、倪萍,1997
歌曲,《迎春钟声》,张华敏、李星、吕薇、陈思思、朱莎、刘春梅、相玲、潘军,1997
魔术,,秦鸣晓、马嘉仕、姚金芬,1997
歌曲,《因为是你》,张宇,1997
相声小段,《打传呼》,师胜杰、赵宝乐,1997
歌曲,《走到一起来》,陈红、红豆、张迈、罗中旭、谢若琳、韩特、程琳琳、陈少华,1997
歌舞组合,《民族欢歌》,彭晓虹、金凤浩、范秀冬、张宁、安伟、宗庸、卓玛、段乐、张娟、古丽夏提、曲比阿乌、刘媛媛,1997
主题歌,《手挽手心连心》,蒋大为、关牧村、卢秀梅、刘斌、张继红、徐樱,1997
音乐尾声,《难忘今宵》,全体演员,1997
开场歌舞,,全体演员,1998
相声,《坐享其成》,冯巩、牛群,1998
戏曲联唱,《兰菊竞秀》（客串主持人客串）,小香玉（豫剧）、韩再芬（黄梅戏）、彭蕙蘅（河北梆子）,1998
小品,《我在马路边》,严顺开、杜宁琳、赵玲琪、蒋小涵,1998
歌曲,《青春本色》,林依轮、景岗山、罗中旭,1998
小品,《回家》,黄宏、宋丹丹,1998
歌曲,《好日子》,宋祖英,1998
舞蹈,《梅》,解晓东,1998
小品,《拜年》,赵本山、高秀敏、范伟,1998
歌曲,《走进新时代》,李光羲、李谷一、张也,1998
歌组合《流行风》,⑴《万水千山总是情》⑵《喜乐年华》⑶《走四方》⑷《为我们的今天喝彩》⑸《阳光天堂》⑹《大红灯笼》⑺《大花轿》⑻《女孩的心思你别猜》⑼《问长江》⑽《愚公移山》⑾《我的爱对你说》⑿《真心英雄》,周海媚陈红、蔡国庆韩磊林萍、李丽翎、徐樱孙浩、伊扬钟梅、杨洋、张娟火风周亮、孙萌、郑萧胡月、朱晓红江涛、高枫白雪、张秋秋、张媛媛屠洪刚、杭天琪、傅玉斌、邓亚萍、王涛,1998
歌曲,《相约一九九八》,那英、王菲,1998
舞蹈,《龙腾虎跃》,黄豆豆,1998
小品,《功夫令》,赵丽蓉、巩汉林,1998
杂技,《转毯与蹬人》,小米粒、陈扬、陈韫、谢丹、谢兰,1998
歌曲,《健康歌》,解晓东、范晓萱,1998
小品,《一张邮票》,潘长江、黑妹、大山,1998
歌曲,《我爱你中国》,范宇文,1998
歌曲,《大中国》,毛宁、刘德华、张信哲,1998
戏曲,《戏曲绝活》,朱世慧、张寄蝶、彭登怀、何超、于魁智、李军、李洁、李胜素、刘桂娟、赵秀君、孟广禄、陈俊杰,1998
歌曲,《远航》,董文华,1998
小品,《东西南北兵》,范明、赵亮、林永健、范雷、吴军、田梅荣、马静、高音、管琳娜、王霞,1998
歌曲联唱《往日情怀》,⑴《掀起你的盖头来》⑵《美丽的草原我的家》⑶《祖国一片新面貌》⑷《弹起我心爱的土琵琶》⑸《北京的金山上》⑹《红星照我去战斗》⑺《打起手鼓唱起歌》,克里木德德玛张振富、耿莲凤郁钧剑才旦卓玛李双江关牧村,1998
明星反串,《大拜年》,江珊、郭冬临、朱世慧、鞠萍、魏积安、王璐遥、王馥荔、笑林、侯耀华、杨蕾、郭达、蔡明,1998
相声,《同桌的你》,师胜杰、孙晨,1998
小品,《王爷邮差》,陈佩斯、朱时茂,1998
舞蹈,《缤纷四季》,瞿颖、周洁,1998
歌曲,《好汉歌》,刘欢,1998
魔术,《人换人》,傅腾龙、徐秋、傅琰东、董昕、徐越,1998
歌曲,《国色天香》,彭丽媛,1998
歌曲,《同心同庆》,王霞、刘君侠、黄越峰、刘媛媛、胡雁,1998
歌舞,《万鼓催春》,孙维良、赵景春、陈小涛、袁艺、孙杰、红霞、李敏、刘爱玲、张娜、孙慧莹、朝鲁、郭瓦加毛吉、古丽夏提,1998
开场歌舞,《玉兔迎春》,河北省歌舞剧院、河北省艺术学校、吉林省歌舞团、贵州遵义杂技团、空军蓝天幼儿艺术团、武汉邮政艺术团、吉林省戏曲学校,1999
歌舞,《欢乐中国年》,孙悦、解小东、成都军区战旗歌舞团,1999
相声,《同喜同乐》,大山、卡尔罗、露露、莫大伟,1999
小品,《将心比心》,高秀敏、范伟、黑妹,1999
歌曲,《山路十八弯》,李琼,1999
歌曲,《对面的女孩看过来》,任贤齐,1999
小品,《老将出马》,赵丽蓉、巩汉林、金珠,1999
歌曲联唱,《瑞雪兆丰年》,吕薇、湘女、朱砂、陈思思、杨华、李星、刘春梅、贺继红,1999
杂技,《滚环》,广州军区战士杂技团、成都军区战旗歌舞团,1999
相声,《瞧这俩爹》,冯巩、牛群,1999
歌舞,《风风火火走一回》,吕继宏、于文华、李丹阳、耿为华、成都军区战旗歌舞团,1999
小品,《爱父如爱子》,严顺开、凯丽、李丁、王景,1999
歌舞,《新吉利话》,林依轮、李红、王璐遥、戴娆、钟梅、河北省歌舞剧院、河北省艺术学校,1999
小品,《真情30秒》,孙涛、林永健、毛孩、周炜、范雷,1999
歌曲,《常回家看看》,陈红、蔡国庆、张迈、江涛,1999
歌曲,《为了谁》,祖海、佟铁鑫,1999
小品,《打气儿》,黄宏、句号,1999
金曲回顾1,⑴《辣妹子》⑵《说句心里话》⑶《珠穆朗玛》,宋祖英郁钧剑、阎维文彭丽媛,1999
小品,《昨天今天明天》,赵本山、宋丹丹、崔永元,1999
金曲回顾2,⑴《走进新时代》⑵《在那桃花盛开的地方》⑶《十五的月亮》⑷《送吉祥》,张也、蒋大为、董文华、卢秀梅、刘斌,1999
相声,《白吃》,奇志、大兵,1999
舞蹈,《春》,刘敏、成都军区战旗歌舞团、河北省歌舞剧院、吉林市歌舞团、吉林省戏曲学校,1999
歌舞,《大年三十包饺子》,王馥荔、姜昆、首都师范大学艺术系演员,1999
小品,《球迷》,郭达、蔡明、郭冬临,1999
京剧名段荟萃,⑴《对花轮》⑵《锁麟囊》⑶《打龙袍》⑷《坐宫》⑸《定军山》,袁惠琴、胡璇、阎红霞、张火丁、刘桂娟、李海燕、孟广禄、邓沐玮、陈俊杰 、王迪 李豪楠、赵秀君、王蓉蓉、张萍、徐燕、于魁智、李军,1999
歌曲,《风，请你告诉我》,胡晓平、莫华伦、梁宁、欧美同学会合唱团（北京演播厅）、田浩江、黄莺、迪里拜尔、叶英、于吉星、栾峰、苗青（海外）,1999
歌曲,《床前明月光》,梅艳芳,1999
歌曲,《激情飞越》,韦唯、黄伟麟、苏芮、温兆伦及众歌星,1999
歌曲,《七子之歌——澳门》及澳门濠江中学校长杜岚讲话,容韵琳,1999
歌曲,《春暖花开》及何厚铧讲话,周艳泓、甘苹、谢雨欣、眉佳、张媛媛、王向云,1999
歌舞,《鼓震神州》,小香玉、旁边、星星、山西小香玉希望艺术学校、北京建雄文工团,1999
小品,《减肥变奏曲》,曾志伟、沈殿霞、潘长江、李琦等,1999
歌舞,《快乐指南》,林萍、陈明、景岗山、黄格选、武汉邮政艺术团,1999
音乐剧,《新龟兔赛跑》,杨洪基、王静、尹相杰、董浩、安宁、宋丽娜、释小龙,1999
三人舞,《吉祥》,刘晶、吕浪、石泉,1999
歌曲,《春天的钟》,程志、顾欣、魏松、银河少年电视艺术团,1999
联唱,《民族欢歌》①《亚克西》 ②《鸟打铃》③《有一个美丽的地方》④《花儿与少年》⑤《扎西德勒》⑥《桂花开放幸福来》⑦《编花篮》⑧《腾飞的骏马》⑨《爱我中华》,阿不力孜、古丽夏提、金月、女阿依信、孙静、马小晨、王庆君、杨亚平、高音宗庸卓玛、郭瓦加毛吉、拉姆措、泽娜卓玛、刘媛媛、刘爱玲、鲍蓉、周芳、陈淑敏、刘迎春道尔吉仁钦、吉日木图曲比阿乌、罗宁娜、梦鸽、陈真,1999
歌曲,《为祖国干杯》,幺红、郑咏、郑莉、胡雁、刘君侠、戴玉强、丁毅、于乃久,1999
尾声,《难忘今宵》,全体合唱,1999
歌舞,《把春天迎进来》,章子怡、广州军区战士歌舞团、吉林市歌舞团、北京星之海艺术团,2000
相声,《旧曲新歌》,冯巩、郭冬临,2000
歌舞,《军中姐妹》,张薇薇、张莉莉,2000
歌曲,《打个电话》,林志炫、黄格选、满文军、满江,2000
小品,《同桌的她》,潘长江、巩汉林、王思懿,2000
少儿歌舞,《找朋友》,白雪、陈红、甘苹、空军蓝天少儿艺术团、内蒙古小鸿雁艺术团、银河少年电视艺术团、爱新觉罗元琅、谢晓琳、孙佳依、陈俏、晋朝荣、秦佳铭、谭可儿,2000
歌组合,《明星反串闹新春》,田震、臧天朔、韦唯、尚长荣、李谷一、刘长瑜、佟铁鑫、王静、尹相杰、于文华,2000
歌舞,《大年三十》,温兆伦、伊杨、含笑、凯路、凯月、金彪、杨洋、方方、圆圆、吉林市歌舞团、珠海市劳动局艺术团,2000
戏曲,《地久天长百年好》,李洁、李佩虹、刘桂娟、赵秀君、于魁智、杨春霞、赵葆秀、孟广禄、耿巧云、管波、唐禾香、马帅、张火丁（柳国维表演）、史敏、李军,2000
小品,《钟点工》,赵本山、宋丹丹,2000
歌曲,《温情永远》,刘欢,2000
歌曲,《溜溜的她》,林心如、崔永元,2000
小品,《爱笑的女孩》,文兴宇、蔡明、句号,2000
联唱,《九九新歌》,唐平、陈震东、孙慧莹、慧子、朴树、谢雨欣（吕浪表演）、金海心,2000
歌曲,《家和万事兴》,郁钧、张也,2000
歌曲,《爱我中华》,景岗山、孙国庆、韩磊、江涛、郭蓉、朱军,2000
歌曲,《澳门 我带你回家》,梁咏琪、黄伟麟、周冰倩、蔡国庆,2000
小品,《小站故事》,黄宏、凌峰,2000
歌曲,《长江长》,董文华,2000
音乐剧,《笑一笑》,赵薇、林依轮、W.J、孙悦、陈婷婷、徐磊,2000
歌曲,《快乐2年》,黎明,2000
京剧,《四郎探母》,穆宇、赵晶,2000
微型短剧,《品茶》,赵忠祥、倪萍、黄宏,2000
歌曲,《西部狂想》,那英、解小东、幺红,2000
歌曲,《天地喜洋洋》,彭丽媛,2000
歌舞组合,①《开门红》②《你幸福我快乐》,汤灿、火风、鲍蓉、刘海波蒋雯丽、吴若甫、傅笛声、任静、周艳泓、孙浩,2000
歌曲,《红彤彤的春天》及何厚铧讲话,周艳泓、甘苹、谢雨欣、眉佳、张媛媛、王向云,2000
歌曲,《你好吗》,宋祖英,2000
小品,《青春之约》,郭达、孙涛、唐静、苏岩,2000
相声,《谈情说爱》,姜昆、戴志诚,2000
歌曲,①《甜蜜蜜》②《花好月圆》③《祝你好运》④《中国大团圆》⑤《今年喜事多》,肖雅、李煜、朱含芳谭晶、刘春梅、耿为好刘媛媛、张媛媛孙丽英、刘斌孙洁、王颖、张宁、杨洋、张晓芬、王莹、张妮、李含曦,2000
歌曲,《今生共相伴》,谢霆锋,2000
歌曲,《举杯吧，朋友》,阎维文、殷秀梅,2000
歌曲,《今宵久久》,祖海、吕薇、周芳,2000
诗朗诵,《等待钟声》,濮存昕、张懿婧,2000
歌曲,《龙禧千年》,陈瑶、李倩倩、陈真、王庆君、张娟、梁音、马晓晨、甄真,2000
歌曲,《今夜无眠》,王霞、廖昌永、李丹阳、吕继宏、张迈、屠梅华,2000
尾声,《难忘今宵》,全体演员,2000
歌舞,《今天真好》,孙悦、陈晓东、济南前卫歌舞团、南宁艺术剧院、北京星之海、内蒙小鸿雁、北京军乐学校、二炮军乐队,2001
歌曲,《越来越好》,宋祖英、南宁艺术剧院、内蒙小鸿雁,2001
小品,《红娘》,郭达、蔡明、刘桂娟、刘小梅、中国戏曲学院,2001
歌舞,歌舞 《快请我跳舞》歌舞 《世界多精彩》歌舞 《网络时代》,演唱：梦幻想、风组合演唱：动感男孩组合、舞蹈：济南前卫歌舞团演唱：青春美少女组合、神秘男孩组合、舞蹈：南宁市艺术剧院,2001
相声,《得寸进尺》,冯巩、郭东林、郭月,2001
歌舞,《好心情》,李玟、紫色舞蹈团,2001
动效剧,《过年我当家》,成方圆、小香玉艺术学校,2001
歌曲,《过年》,演唱：张媛媛、眉佳、陈新霓、张娟、杨洋、任真、舞蹈：济南前卫歌舞团,2001
相声,《踩脚》,姜昆、戴志诚,2001
民族对歌,《侗族大歌》《琴努里》《无字歌》《回家》《三朵花》《蒙古人》,演唱：贵州省黔东南黎平侗歌队表演：南宁市艺术剧院、济南军区前卫歌舞团演唱：哈孜肯、表演：阿凡提乐队演唱：斯琴格日乐演唱：彝人制造演唱组合拉姆措三姐妹腾格尔、合唱：蒙古族青年合唱团,2001
小品,《家有老爸》,黄宏、林永舰黑妹,2001
歌曲,《想起老妈妈》,演唱：于文华、郁钧剑、表演：南宁市艺术剧院,2001
