category,name,actor,year
舞蹈,《跳春》,虾嘎、苟婵婵,2010
小品,《家有毕业生》,蔡明、郭达、郭笑、黄杨,2010
歌曲,《幸福》,张也、吕继宏,2010
舞蹈,《追梦》,万盛、董华兴、苏鹏、孙科、高建、黎星,2010
歌曲,《微笑》,毛阿敏,2010
杂技,《试比天高》,山东省杂技团,2010
歌曲,《龙文》,谭晶、陈奕迅（香港）,2010
戏曲,《红楼赞花》,于魁智、、李胜素、孟广禄、、袁慧琴、、何赛飞,2010
小品,《捐助》,赵本山、小沈阳、王小利、孙立荣、于洋,2010
歌曲,《拍拍拍》,解晓东、蔡国庆、王丽、吴娜,2010
歌曲,《阳光路上》,阎维文,2010
经典歌曲集,《我们和祖国一起长大》《让我们荡起双桨》《快乐的节日》《春天在哪里》《在灿烂的阳光下》,儿童、胡松华、李谷一、蒋大为霍勇、屠洪刚、李丹阳薛浩垠、王莉、刘和刚、常思思李木子、林妙可、豆豆,2010
歌曲,《走向复兴》,戴玉强、殷秀梅,2010
歌曲,《盛世欢歌》,郁钧剑、张燕、陈思思,2010
相声,《大话捧逗》,贾玲、白凯南,2010
歌曲组合,《一亩田》 《婚礼上的歌》 《幸福的两口子》,汤潮、严当当汤子星、刘一祯、庞龙、吕薇,2010
舞武,《对弈》,王亚彬等110个演员,2010
歌曲组合,《彩云之南》《姑娘我爱你》《天蓝蓝》,徐千雅、索朗扎西、凤凰传奇,2010
相声,《超级大卖场》,李伟健（香港）、武宾,2010
歌曲,《我要歌唱》,师鹏、熊汝霖、姚贝娜、王澜霏,2010
歌曲,《春天的芭蕾》,王莹、幺红,2010
尾曲,《难忘今宵》,关牧村、佟铁鑫,2010
歌舞,《回家过年》,董洁、韩庚、殷桃、周冬雨、窦骁,2011
歌曲,《天蓝蓝》,宋祖英、贵州省黔东南州侗族大歌队,2011
相声,《专家指导》,姜昆、戴志诚、郑健、周炜、李伟健（香港）,2011
小品,《午夜电话亭》,李小冉、邵峰,2011
民族歌舞《幸福大家庭》,蒙古族《吉祥颂》回族《数花》壮族《美丽的姑娘》维族《刀郎麦西来甫》藏族《欢歌起舞》,安达组合、内蒙古民族歌舞剧院；宁夏歌舞团；广西艺术学院舞蹈学院；新疆艺术剧院歌舞团；西藏山南地区扎囊县农牧民演员、西藏日喀则地区民族艺术团,2011
小品,《美好时代》,黄海波、海清,2011
杂技,《晃管》,铁路杂技团,2011
儿童歌舞剧,《爱我就抱抱我》,仔仔、豆豆、林妙可、严梓瑞、小宝、空军蓝天幼儿园艺术团,2011
小品,《“聪明”丈夫》,黄宏、陈数、孙涛、凯丽,2011
魔术,《年年有鱼》,傅琰东、董卿,2011
歌曲《我要上春晚》,《想家》《春天里》,任月丽、旭日阳刚,2011
杂技相声,《独家录制》,李菁、何云伟,2011
歌曲,《兰亭序》,周杰伦、林志玲,2011
魔术,《穿越》,丁建中、林志玲、刘婷婷,2011
小品,《还钱》,冯巩、牛莉、宋佳、刘金山,2011
戏曲,《薪火相传梨园美》,于魁智、李胜素、孟广禄、袁慧琴、李树建、何赛飞、张欣怡、沈天梓、王奕蔺,2011
相声,《四海之内皆兄弟》,大山、艾迪、夏天、李天翼、梅友、茹丝,2011
小品,《新房》,蔡明、刘威、宋阳、徐囡楠,2011
杂技,《高车踢碗》,沈阳军区前进杂技团,2011
小品,《同桌的你》,赵本山、王小利、李琳、小沈阳,2011
小品,《非常1+1》,李咏、金琳琳、邓雯心,2011
歌曲,《众里寻你》,韩红,2011
歌曲,《旗帜更鲜艳》,谭晶,2011
歌舞,《幸福赞歌》,张也、阎维文,2011
相声,《芝麻开门》,贾玲、白凯南,2011
歌曲,《今夜北方飘着雪花》,蔡国庆、江涛、吕继宏、佟铁鑫,2011
歌舞,《因为有你》,祖海、汤灿、王丽达、常思思,2011
歌曲《新民乐组合》,《康定情歌》《青春舞曲》《阿诗玛》,容祖儿（香港）、古巨基（香港）、玖月奇迹、郑钧、吴彤,2011
相声,《一对一》,刘颖、浩楠,2011
歌舞新势力,《爱爱爱》《向往》《收藏》《我是火焰》,方大同（香港）、李健、萧敬腾（台湾原住民）,2011
歌曲,《家在心里》,雷佳、师鹏、吴娜、徐子崴,2011
歌曲,《难忘今宵》,李谷一、王莉、张大伟、张妮、薛皓垠,2011
开场,童谣,邓鸣贺,2012
联曲《东西南北大拜年》,《欢乐中国年》 《闹秧歌》 《小拜年》 《采茶舞曲》 《祝福你》,李谷一、王珞丹、冯绍峰、蔡卓妍（香港）、主持人、胡宝善、胡军一家、胡海泉一家、陈羽凡、白百何夫妇、沙溢、胡可夫妇、张卫健（香港）、张茜夫妇,2012
绛州鼓乐,《鼓韵龙腾》,山西绛州鼓乐团河南登封少林塔沟武术学校,2012
群口相声,《小合唱》,周炜、佟铁鑫、吕继宏、王宏伟、刘和刚,2012
创意钢琴+歌曲,《金蛇狂舞》+ 《龙的传人》,王力宏、李云迪,2012
歌曲,《万物生》,萨顶顶,2012
小品,《天网恢恢》,蔡明、王宁、常远、郭丰周,2012
舞蹈,《龙凤呈祥》,李倩、张傲月,2012
短片,《回家过年》,,2012
歌曲,《好久没回家》,陈坤,2012
歌曲,《叫一声爸妈》,宋祖英,2012
小品,《荆轲刺秦》,黄宏、邵峰、沙溢,2012
杂技,《空山竹语》,李振宇、左朝峰、袁飞,2012
民族歌舞,《追爱》,雷佳、沙呷俊楠、湖南魅力湘西歌舞团、中国邮政艺术团,2012
小品,《今天的幸福》,沈腾、黄杨、艾伦,2012
歌曲,《因为爱情》,王菲（香港）、陈奕迅（香港）,2012
魔术,《幻镜》,刘谦,2012
现代芭蕾,《天鹅湖》,俄罗斯TODES舞团,2012
相声剧,《爱的代驾》,冯巩、牛莉、闫学晶,2012
歌曲,《把幸福给你》,孙楠,2012
小品,《面试》,郭冬临、魏积安、傅浚琪、何军,2012
戏曲,《戏迷一家亲》,刘佩琦、李明启、高长志、张杰、李沛泽、李泽林,2012
相声,《奋斗》,曹云金、刘云天,2012
歌曲,《新贵妃醉酒》,李玉刚,2012
短片,《春晚记忆》,,2012
联曲《致敬30年》,《冬天里的一把火》 《故乡的云》 《爱的奉献》 《常回家看看》 《前门情思大碗茶》 《我的中国心》,金美儿、费翔、韦唯、吴秀波、蔡国庆、王珞丹、李谷一、张明敏,2012
舞蹈,《雀之恋》,杨丽萍、王迪,2012
歌曲,《大爱》,刘欢,2012
歌曲,《我要回家》,朱之文,2012
舞蹈,《老妈妈》,四川广元老妈妈艺术团,2012
歌曲,《好人就在身边》,谭晶,2012
歌曲,《远方的家》,张也,2012
歌舞,《中国美》,玖月奇迹、玉米提、万玛尖措、薛一村子、赛娜、柴森森、李杨、苏宁,2012
创意儿童节目,《除夕的传说》,韩庚,2012
儿童节目,《玩具总动员》,哈尔滨工业大学机器人创新基地,2012
舞蹈,《舞动冰凌》,吉林省歌舞团,2012
歌曲,《思乡曲》,蒋大为,2012
舞蹈,《眷恋》,胡启志,2012
歌曲,《天下一家》,王莉、廖昌永,2012
开场联唱,《欢歌庆新春》,中央电视台48位主持人（鞠萍、张斌、刘建宏、张蕾、张泉灵、郎永淳、康辉、季小军、王小丫、张羽、和晶、徐俐、涂经纬、涂紫凝、周洲、小鹿、月亮、小时、阳光、欧阳夏丹、任鲁豫、张腾岳、杜悦、红果果、徐柳、陈怡、赵一天、黄炜、金豆、芝麻、绿泡泡、毛毛虫、朱军、李咏、董卿、撒贝宁、毕福剑、李思思、管彤、张泽群、芮成钢、王小骞、小尼、朱迅、马跃、杨帆、韩乔生等）,2013
歌曲,《中国味道》,凤凰传奇,2013
歌曲,《十二生肖》,王力宏,2013
小品,《我要上春晚》,周炜、刘大成、石头、张尧、张玉娇、丁德龙、张学敏、孙朝阳,2013
创意器乐演奏,《琴筝和鸣》,雅尼、常静,2013
小品,《想跳就跳》,蔡明、潘长江、郭丰周,2013
歌曲,《春暖花开》,那英,2013
创意儿童节目,《剪花花》,邓鸣贺、邓鸣璐、中国舞蹈家协会南方舞蹈学校,2013
相声,《这事儿不赖我》,曹云金、刘云天,2013
歌曲,《茉莉花》,宋祖英、席琳·迪翁（美国）,2013
歌曲,《我心永恒》,席琳·迪翁（美国）,2013
小品,《大城小事》,王宁、常远、艾伦,2013
歌曲,《嫦娥》,李玉刚、景海鹏、刘旺、刘洋,2013
歌曲,《抱喜》,陈慧琳（香港）,2013
歌曲,《甲板上的马头琴》,王宏伟,2013
武术,《少年中国》,赵文卓、范龙飞、侯英岗,2013
小品,《你摊上事儿了》,秦海璐、孙涛、方清平、王茜华,2013
杂技,《冰与火》,赵丽、张权,2013
歌曲,《一辈子朋友》,杨坤、张靓颖,2013
小品,《今天的幸福2》,沈腾、玛丽、杜晓宇、王琦,2013
歌曲,《幸福》,毛阿敏,2013
魔术,《魔琴》,刘谦、李云迪,2013
歌曲联唱,《直通春晚》,《山路十八弯》：阿普萨萨、《我是一只小小鸟》：许艺娜、《我爱你中国》：平安,2013
土耳其风情舞蹈,《火》,土耳其火舞舞蹈团,2013
歌曲,《风吹麦浪》,孙俪、李健,2013
歌曲,《净土》,孙楠,2013
歌曲串烧,《留声212》,《滴答》：李晨、侃侃、《我的歌声里》：杜淳、曲婉婷,2013
创意乐舞,《指尖与足尖》,郎朗、侯宏澜,2013
相声,《败家子》,郭德纲、于谦,2013
京剧,《迎来春色换人间》,于魁智、托马斯,2013
歌曲,《给我你的爱》,林宥嘉、张杰,2013
歌曲,《我爱你中国》,汪峰,2013
歌曲,《家人》,谭晶,2013
歌曲,《美丽中国》,沙宝亮、徐千雅,2013
歌曲,《中国范儿》,玖月奇迹,2013
相声,《东西南北大拜年》,赵炎、逗笑、逗乐、大新、程刚、张钢、张华伟、张攀、刘铨淼,2013
相声剧,《搭把手不孤单》,冯巩、郭冬临、阎学晶,2013
歌曲,《Super Shero》,S.H.E,2013
歌曲,《冬天里的一把火》,吴克群、《梦想合唱团》宁波队,2013
歌曲,《难忘今宵》,李谷一、张英席、白丽莎、茹丝、李天翼、吴孟天,2013
开场歌曲,《想你的365天》,李玟、张靓颖、沙宝亮、林志炫,2014
歌舞,《欢歌》,《直通春晚》，选送单位：宁夏广播电视局、青海省广播电视局、新疆维吾尔自治区广播电影电视局,2014
歌曲,《群发的我不回》,郝云,2014
小品,《扰民了你》,蔡明、华少（胡乔华）、大鹏（董成鹏）、岳云鹏、穆雪峰,2014
舞蹈,《万马奔腾》,,2014
歌曲,《时间都去哪儿了》,王铮亮，《我要上春晚》,2014
歌曲,《我的要求不算高》,黄渤,2014
小品,《扶不扶》,沈腾、马丽、杜晓宇,2014
歌曲,《倍儿爽》,大张伟,2014
创意武术,《剑心书韵》,成龙（香港）、王巍堡、山东省莱州中华武校,2014
歌曲,《最好的夜晚》,梁家辉（香港）、陈慧琳（香港）,2014
腹语,《空空拜年》,刘成，《我要上春晚》,2014
歌曲,《张灯结彩》,阿宝、王二妮,2014
歌舞《英雄组歌》,《练兵舞》 《万泉河水》 《英雄赞歌》,选自芭蕾舞剧《红色娘子军》，中央芭蕾舞团、孙楠、王芳、总政歌舞团,2014
歌舞,《光荣与梦想》,总政歌舞团,2014
创意舞蹈,《符号中国》,匈牙利Attraction舞团,2014
歌曲,《玫瑰人生》,刘欢、苏菲·玛索(Sophie、Marceau，?法国),2014
相声,《说你什么好》,曹云金、刘云天,2014
舞蹈,《小马欢腾》,麒麟BABY、俞志婷、连浩琛、空军蓝天幼儿艺术团等,2014
京剧,《同光十三绝》,李胜素、王艳、迟小秋、张佳春、李博、王越、袁慧琴、杜喆、于魁智、国家京剧院一团,2014
小品,《我就这么个人》,冯巩、曹随峰、蒋诗萌,2014
歌曲,《情非得已》,庾澄庆、李敏镐(Lee、Min、Ho，?大韩民国),2014
创意形体秀,《魔幻三兄弟》,何子君、王元虎、李依洋,2014
魔术,《团圆饭》,yif（王元丰）,2014
歌曲,《答案》,杨坤、郭采洁,2014
小品,《人到礼到》,郭冬临、牛莉、邵峰,2014
杂技,《梦蝶》,《直通春晚》，选送单位：广东省新闻出版广电局,2014
歌曲,《老阿姨》,韩磊,2014
舞蹈,《百花争妍》,李倩、林晨,2014
创意乐器,《野蜂飞舞》,郎朗、魔杰二人组、雪儿，《星光大道》,2014
歌曲,《我的中国梦》,张明敏,2014
歌曲,《天下黄河九十九道弯》,王向荣、杜朋朋,2014
歌曲,《套马杆》,乌兰图雅、乌日娜,2014
歌曲,《卷珠帘》,霍尊，《中国好歌曲》,2014
歌曲,《站在高岗上》,汪小敏，《直通春晚》，选送单位：广西壮族自治区广播电影电视局广西卫视《一声所爱大地飞歌》,2014
歌曲,《在那遥远的地方》,华晨宇，《直通春晚》，选送单位：湖南省广播电影电视局湖南卫视《快乐男声》,2014
歌曲,《康定情歌》,肖懿航，《直通春晚》，选送单位：北京市广播电影电视局北京卫视《最美和声》,2014
歌曲,《青春舞曲》,李琦，《直通春晚》，选送单位：浙江省新闻出版广电局浙江卫视《中国好声音》,2014
歌曲,《天耀中华》,姚贝娜,2014
曲韵串串烧,《年味儿》,张国立(兼)、逗笑、逗乐、杨蓁、杨婷、杨苗、杨倩,2014
歌曲,《难忘今宵》,李谷一、蒋大为、蔡国庆、张燕、关牧村、杨洪基、曲比阿乌,2014
开场,《四世同堂合家欢》,陶玉玲、雷恪生、张凯丽、韩童生、佟大为、关悦、张峻豪、李光羲、杨洪基、刘秉义、于淑珍、耿莲凤、朱明瑛、关牧村、邓玉华,2015
歌曲,《中华好儿孙》,张丰毅、段奕宏、朱亚文,2015
小品,《喜乐街》,贾玲、沙溢、李菁、瞿颖,2015
歌曲,《万事如意》,陶喆,2015
歌曲,《小镇姑娘》,张也,2015
京剧,《三家店》选段,陈羽凡、胡海泉,2015
歌曲,《奔跑》,于魁智,2015
歌曲,《最炫小苹果》,筷子兄弟、凤凰传奇、北京群众艺术馆,2015
相声,《我忍不了》,岳云鹏、孙越,2015
创意儿童节目,《自古英雄出少年》,王浩、王芊千、孟子钦、田正、张家兴、山东省莱州中华武校,2015
歌曲,《回家的路》,刘德华,2015
小品,《车站奇遇》,蔡明、潘长江、穆雪峰,2015
歌曲,《当你老了》,莫文蔚,2015
歌曲,《拉住妈妈的手》,刘和刚,2015
小品,《小棉袄》,冯巩、高晓攀、尤宪超、张小斐,2015
杂技,《青花瓷》,邓洪富、汤小燕、陈思洋、四川省遂宁市杂技团,2015
魔术,《纸牌幻想》,周家宏,2015
歌曲,《多远都要在一起》,邓紫棋,2015
小品,《投其所好》,沈腾、马丽、杜晓宇,2015
舞蹈,《丝路霓裳》,中国东方演艺集团,2015
歌曲,《丝路》,那英,2015
武术,《江山如画》,张震、吴京、冉千鑫、孙瑛、黄雪晴、梁壁荧、乔良帅、河南塔沟少林武术学校,2015
小品,《高手在民间》,《星光大道》草根明星,2015
非物质文化遗产创意节目,《锦绣》,李宇春,2015
小品,《一定找到你》,郭冬临、刘涛、郭丰周、富俊淇、吴江、于健,2015
戏曲集萃,《梨园芳华》,迟小秋、吕洋、郭伟等,2015
歌曲,《共筑中国梦》,廖昌永、殷秀梅,2015
小品,《社区民警于三快》,孙涛、邵峰、宋阳等,2015
歌曲,《从前慢》,刘欢、郎朗、吕思清,2015
歌曲,《乡愁》,雷佳,2015
歌曲,《人间天河》,韩磊、阿鲁阿卓,2015
歌曲,《幸福家家有》,陆毅、鲍蕾、陆雨萱,2015
歌曲,《搭把手》,孙楠,2015
歌曲,《强军战歌》,阎维文、中国人民解放军三军仪仗队,2015
歌曲,《把心交给你》,莫华伦、吕薇、中国传媒大学合唱团,2015
56个民族创意服装秀,《大地春晖》,杨月秋、李飞、孟庆旸等,2015
相声,《圈子》,周炜、武宾,2015
相声,《这不是我的》,苗阜、王声,2015
歌曲,《时代的勇气》,张英席、王莉,2015
歌曲,《难忘今宵》,李谷一、全国观众代表,2015
开场歌舞,《春到福来》,闫妮、沙溢、蔡国庆、林依轮、刘雨欣、李维、郑兴琦、草帽姐、丁豪夫、潘兴源,2016
歌曲,《美丽中国走起来》,凤凰传奇、玖月奇迹,2016
小品,《快乐老爸》,冯巩、徐帆、白凯南、王孝天,2016
歌曲,《走在小康路上》,张也,2016
儿童节目,《幸福成长》,TFBOYS（加油男孩组合）、月亮姐姐、红果果、绿泡泡,2016
小品,《放心吧》,孙涛、邵峰、王宏坤、李屹伦,2016
歌曲,《山水中国美》,刘涛、梁咏琪、林心如、高博文、张建珍、上海评弹团、苏州评弹学校,2016
歌舞,《快乐想念》,沙宝亮、吉克隽逸,2016
歌舞,《相亲相爱》,胡歌、许茹芸,2016
舞蹈,《茉莉花》,亚特兰大晨星舞蹈学校华侨华人子女,2016
小品,《将军与士兵》,侯勇、句号、于恒,2016
歌曲,《铁血忠诚》,中国人民解放军三军仪仗队、张玉华,2016
歌曲,《多想对你说》,雷佳,2016
鼓乐表演,《盛世鼓舞》,黄豆豆,2016
歌曲,《丝绸之路》,徐千雅、喻越越,2016
戏曲,《戏游花果山》,孟广禄、迟小秋、小香玉、单仰萍、何云、茅善玉、朱元昊、陈丽俐、赵永伟等、山东莱州中华武校、吉林省京剧院,2016
歌曲,《华阴老腔一声喊》,谭维维、张喜民、“华阴老腔”演员,2016
小品,《快递小乔》,乔杉、修睿、娄艺潇,2016
歌曲,《父子》,佟铁鑫、杨洋,2016
武术,《天地人和》,甄子丹、山东莱州中华武校,2016
歌曲组合,《回声嘹亮》,,2016
歌曲,《没有共产党就没有新中国》,霍勇、师鹏、刘和刚,2016
歌曲,《过雪山草地》,阎维文,2016
歌曲,《山丹丹花开红艳艳》,贠恩凤、王向荣、王二妮,2016
歌曲,《我的祖国》,郭兰英、王莉、王庆爽、尤泓斐、金婷婷,2016
歌曲,《发光时代》,张杰,2016
创意歌舞,《冲向巅峰》,孙楠,2016
杂技,《直挂云帆》,李童、登封市少林鹅坡武术专修院,2016
小品,《是谁呢》,郭冬临、黄杨、刘亚津、马天宇、关晓彤,2016
歌舞,《在你伟大的怀抱里》,杜淳、蒋欣、汪小敏等,2016
歌曲,《酒歌》,五彩呼伦贝尔儿童合唱团、吉祥三宝、云飞、图雅娜莎,2016
歌曲,《春天来了》,,2016
歌曲,《守望相助》,,2016
歌曲,《雪恋》,陈思思、北京体育大学,2016
歌曲,《六尺巷》,赵薇,2016
小品,《网购奇遇》,蔡明、潘长江、高粼粼,2016
歌曲,《光荣》,殷秀梅,2016
歌曲,《相逢春天》,廖昌永、吕薇、张英席、张妮,2016
魔术,《家的思念》,王亦丰（Yif）,2016
歌曲,《小梦想 大梦想》,平安、王紫凝,2016
相声,《我知道》,李寅飞、李丁,2016
歌曲,《吉祥吉祥》,萨顶顶、云南彝族“海菜腔”“跳菜舞”演员,2016
结束曲/片尾曲,《难忘今宵》,李谷一、草蜢、杨培安、信,2016
开场歌舞,《美丽中国年》,欢乐颂五美、刘涛、蒋欣、王子文、杨紫、乔欣、TFBOYS（加油男孩组合）,2017
少儿歌舞,《金鸡报晓》,空军蓝天幼儿艺术团、中央电视台银河少年电视艺术团,2017
小品,《大城小爱》,刘亮、白鸽、郭金杰,2017
歌曲,《在此刻》,胡歌、王凯,2017
小品,《老伴》,蔡明、潘长江、潘斌龙,2017
舞蹈,《火舞欢腾》,,2017
歌舞,《情深谊长》,吉克隽逸,2017
歌舞,《太阳出来喜洋洋》,李克勤、蔡卓妍,2017
相声,《姥说》,高晓攀、尤宪超,2017
舞蹈,《清风》,李艳超（领舞）,2017
小品,《真情永驻》,孙涛、闫学晶、刘仪伟,2017
歌曲,《满城烟花》,毛阿敏、张杰,2017
歌舞,《歌从漓江来》,黄婉秋、邓紫棋、张信哲,2017
歌舞,《带上月光上路》,马天宇、关晓彤、王嘉,2017
相声,《新虎口遐想》,姜昆、戴志诚,2017
快板表演,,朱光斗（老文艺战士）,2017
歌曲,《当那一天来临》,张英席、霍勇、刘和刚、师鹏、汤子星、陈小涛,2017
歌曲,《爱你一万年》,鹿晗、陈伟霆,2017
小品,《一个女婿半个儿》,沈腾、艾伦、魏翔、吴江、杨沅翰,2017
戏曲,《薪火相传》,孟广禄、杨赤、何赛飞、邵雁、吴美莲等,2017
歌舞,《看山看水看中国》,吕继宏、张也,2017
小品,《天山情》,阿布都色拉木、迪丽呼玛尔、尚大庆等,2017
歌舞,《冰雪彩虹》,玖月奇迹,2017
冰舞,《冰雪梦飞扬》,黑龙江省杂技团、哈尔滨市冬季运动管理中心等,2017
武术,《中国骄傲》,国家武术队,2017
歌曲,《健康动起来》,井柏然、张艺兴,2017
相声剧,《信任》,冯巩、林永健、宋宁、傅园慧,2017
歌曲,《千年之约》,韩红,2017
歌曲,《国家》,成龙、两岸三地及少数民族大学生代表,2017
歌曲与杂技,《梦想之城》,李玟、林俊杰、上海杂技团（《时空之旅》演员，杂技表演）、SNH48（舞蹈表演）,2017
歌曲与旗袍秀,《紫竹调·家的味道》,吴孟超、廖昌永、吴敏霞、邹市明、平安、韩雪、黄豆豆、傅琰东家庭,2017
歌曲,《欢乐夜》,凤凰传奇,2017
歌曲,《不忘初心》,韩磊、谭维维,2017
歌舞,《母亲是中华》,汤非、王莉,2017
快闪,《海外华人华侨拜年》,,2017
小品,《阿峰其人》（杭州小品）,董其峰、方菁萍、李想、钦婉云（杭州滑稽戏团）,2017
歌曲,《离别草原》,云飞、云朵,2017
杂技,《双花争艳》,刘藤、鲁斯兰娜,2017
歌曲,《一片深情》,吴彤,2017
歌曲,《壮丽航程》,阎维文、殷秀梅,2017
结束曲/片尾曲,《难忘今宵》（最后一歌）,李谷一、关牧村、高音、刘雨欣、汪小敏、李光、更却才仁,2017
开场歌舞,《万紫千红中国年》,容祖儿，周渝民，陈晓，佟丽娅，胡可、沙溢、安吉和小鱼儿一家，凤凰传奇组合,2018
舞蹈,《欢乐的节日》,领舞：张傲月、蔡亦寒、郝若琦、李炜然表演：“小白桦”俄罗斯民族舞蹈团戏梯：尤兹依尔（阿塞拜疆）转毯：塔拉（英国）、瓦利德（英国）旱滑：王红超、张悦皮吊：杨皓云、杨皓翔滚环：张磊、姚双新,2018
小品,《真假老师》,贾玲、张小斐、许君聪、何欢,2018
歌曲,《赞赞新时代》,李易峰、景甜、江疏影,2018
小品,《学车》,蔡明、潘长江、贾冰,2018
侗族大歌,《尽情欢歌》,黎平县万人侗族大歌合唱团、黎平县侗族大歌艺术团,2018
歌舞,《太阳鼓》,林志炫,2018
歌舞,《对歌对到日落坡》,阿幼朵、蝶当久,2018
魔术与歌曲,《告白气球》,周杰伦、蔡威泽、刘楚恬,2018
少儿歌舞,《旺旺年》,空军蓝天幼儿艺术团、海军海娃艺术团、郭成（蜘蛛人）、乔麦元、王贤梅（驯狗师）、山东省莱州中华武校、魔术气球人,2018
小品,《回家》,方芳、张晨光、王姬、杜宁林、狄志杰等,2018
歌曲,《岁月》,王菲、那英,2018
特别设计 国宝回归：,《丝路山水地图》,张国立、单霁翔（故宫博物院院长）、许荣茂（香港世茂集团董事局主席）,2018
舞蹈,《丝路绽放》,星海音乐学院、吉林市歌舞团、三亚市歌舞剧院、中国邮政艺术团、中国电信武汉艺术团、济南大学,2018
小品,《提意见》,孙涛、秦海璐、王宏坤,2018
歌曲,《勇气》,派伟俊（《2017我要上春晚》晋级选手）,2018
杂技表演,,长隆横琴国际马戏城,2018
歌曲,《我的春晚我的年》,王凯、杨洋,2018
相声,《我爱诗词》,冯巩、贾旭明、曹随风、侯林林,2018
歌曲,《山笑水笑人欢笑》,吕继宏、张也,2018
歌曲,《中国》,成龙、吴京,2018
武术,《双雄会》,释延淀、清风子、中国嵩山少林寺武僧团、郑州大学体育学院、河南少林塔沟武术学校,2018
山东曲阜、泰安分会场节目,,,2018
歌曲,《龙的传人》,黄晓明、钟汉良、言承旭、夏利奥,2018
钢琴协奏曲,《黄河颂》选段,指挥：李心草钢琴演奏：李云迪、陈萨,2018
歌曲,《天耀中华》,领唱加合唱,2018
小品,《同喜同乐》,郑恺、娄乃鸣、大兵、周埃乐（加蓬）、蒙内铁路乘务组（肯尼亚）、Zaouly面具舞团（科特迪瓦）等,2018
歌曲,《最好的舞台》,黄渤、陈伟霆、张艺兴、舞邦（SINOSTAGE，齐舞表演）,2018
戏曲,《盛世梨园美》,孟广禄、杨赤、王越、方旭、杨婷娜、李旭丹、陈俐、廖聪、金不换、徐福先、李胜素、张馨月、姜亦珊、刘京、马佳、李军、张建峰、杜喆、冯冠博、李博等,2018
歌曲,《再一次出发》,韩磊,2018
体育与舞蹈,《波涛之上》,胡适、南京体育学院、吉林市歌舞团、三亚市歌舞剧院、星海音乐学院、山东师范大学、山东青年政治学院,2018
歌曲,《幸福新起点》,表演：孙楠、谭维维领舞：潘永超、秦丹妮,2018
钢琴曲,《新丝绸之路》,马克西姆（克罗地亚）、吴牧野,2018
歌曲,《乘风破浪》,古巨基、平安、张碧晨、喻越越、体育明星及世界超模、世界小姐、新丝路模特等,2018
杂技与舞蹈,《沙场砺兵》,杂技：潘跃新、大兴东杂技团舞蹈：三亚市歌舞剧院、山东师范大学、山东青年政治学院,2018
歌曲,《我和235有个约》,TFBOYS（加油男孩组合）,2018
相声,《单车问答》,董建春、李丁,2018
歌曲,《不同凡响》,萧敬腾、袁娅维（《2017我要上春晚》晋级选手）、迪玛希（哈萨克斯坦）,2018
歌曲,《我们的新时代》,阎维文、雷佳,2018
民族歌舞,《中华手拉手》,云朵、云飞、曹芙嘉、金美儿、扎西顿珠、呼斯楞、王紫格、苏尼特右旗乌兰牧骑（《2017我要上春晚》晋级选手）、傲日其愣（《星光大道》2017年度总冠军）,2018
小品,《为您服务》,林永健、杨少华、李明启、王丽云、李琦、李成儒、戴春荣、李建义、张立、杨紫、白凯南、蒋诗萌、郭金杰等,2018
舞蹈,《亮花鞋》,阆中春节文化民俗艺术团、星海音乐学院、中国电信武汉艺术团、四川大学,2018
歌舞,《我爱你中国》,张英席、金婷婷、“我唱中国”国际歌唱家团队：田浩江（美国）、朱丽叶（美国）、雅娜（俄罗斯）、茱莉亚（美国）、塔拉（美国）、苏菲（法国）、朱塞佩（意大利）、安德利亚（意大利）、瓦迪斯（拉脱维亚）,2018
结束曲/片尾曲,《难忘今宵》（最后一歌）,李谷一、霍勇、刘雨欣、汤非,2018
