cat_name,com_id,com_logo_archive,com_name,com_prov,com_scope_id,current	,invse_currency_id,invse_day,invse_detail_money,invse_guess_particulars,invse_month,invse_round_id,invse_year,round
金融,18092,900637e42dec75cc7d660470795c07bd.png,蚂蚁金服,浙江,12,,1,23,160000,9600.00,6,11,2018,战略投资
企业服务,24348,116bef02d9859fbf02b0a13e06096a1c.png,阿里云,浙江,126,,1,29,600000,4220.00,7,11,2015,战略投资
汽车交通,157,8d0550e3f18bcd84402087a98210741b.png,滴滴出行,北京,28,,2,17,50000,3900.00,7,11,2018,战略投资
金融,16470,2b4263b060d94abd4fb8cb1fa485a715.png,陆金所,上海,12,,2,8,121600,3900.00,1,3,2016,B轮
文化娱乐,2031,archive/2031.png,今日头条,北京,115,,2,22,--,2275.00,9,6,2017,E轮
文化娱乐,32638447,9eb9adef66bfcdeb51377abe152d6218.png,腾讯音乐娱乐集团,北京,115,,2,18,--,1625.00,1,11,2018,战略投资
硬件,10886,16b6620131d592eecd427be7b8acb431.png,大疆无人机,广东,103,,2,6,7500,1430.00,5,4,2015,C轮
金融,27142,a692cd2aca67a6acaa487f9be0060cf3.png,京东数科,北京,12,,1,12,1300000,1330.00,7,3,2018,B轮
文化娱乐,519,e23167abf44a656e5560d42de198a090.png,快手,北京,115,,2,21,40000,1300.00,4,6,2018,E轮
物流,33165,c93b7f4f0b8e4ea83cea7da6f9b2fac7.png,菜鸟网络,浙江,211,,1,26,530000,1300.00,9,11,2017,战略投资
金融,55383,9785930e3f7de688880b98db8d41c647.png,比特大陆,北京,12,,2,7,44200,975.00,8,16,2018,B+轮
物流,32620864,c02a562ea229956373379359376896b4.png,京东物流,北京,211,,2,14,250000,871.00,2,2,2018,A轮
本地生活,29634,2f9decbf56045b7c76245e1451f84e0d.png,口碑,浙江,70,,2,24,110000,585.00,1,11,2017,战略投资
金融,23029,d84b95f8d479e1540017b5863218f146.jpg,借贷宝,北京,12,,1,26,250000,500.00,1,2,2016,A轮
房产服务,17422,371dc53fd04bb674b7ffc484ed2daada.jpg,链家网,北京,38,,1,20,--,500.00,11,11,2017,战略投资
汽车交通,5241,13e05a294e3132d393ebc4a584f9f122.jpg,车好多集团,北京,28,,2,16,16200,429.00,10,19,2018,C+轮
物流,32755239,53c54b1dee1261a780a4399f83a3903c.png,满帮集团,江苏,211,,2,24,190000,390.00,4,7,2018,F轮-上市前
企业服务,14937,fbb48ce5fd1a5e01679258a624caac9d.jpg,商汤科技SenseTime,北京,126,,2,10,100000,390.00,9,5,2018,D轮
医疗健康,1606,archive/1606.png,微医,浙江,47,,2,9,50000,357.50,5,7,2018,F轮-上市前
金融,16575,530422542495801a123f4967090d7c60.png,微众银行,广东,12,,2,28,45000,357.50,1,2,2016,A轮
工具软件,10160,archive/10160.png,WiFi万能钥匙,上海,161,,2,1,40000,338.00,12,4,2017,C轮
医疗健康,167410,1498de1dd36dcd7abb41db9b5150cee8.png,联影医疗,上海,47,,1,15,333300,333.50,9,2,2017,A轮
硬件,17975,b4c36bacc9c20e94b06927b0b61a3aa0.jpg,优必选科技,广东,103,,2,3,82000,325.00,5,4,2018,C轮
企业服务,32785726,72fd13eb8aa23ed97c865ad02a8dd32c.png,WeWork China,上海,126,,2,27,50000,325.00,7,3,2018,B轮
旅游,33415435,e350dcb0bcee26815440affc87f7b167.png,OYO酒店,北京,57,,2,25,100000,325.00,9,6,2018,E轮
硬件,3171,76379dc28ab9f7f3628b52f4161679bd.png,柔宇科技,广东,103,,1,9,--,325.00,8,11,2018,战略投资
汽车交通,42886,188c46e9c3b9b6a079e5712494c7e884.png,威马汽车,上海,28,,1,22,--,315.00,12,16,2017,B+轮
硬件,12137,8beeaa1ee928aff70fdaf6ee3acb5cf8.png,魅族,广东,103,,1,21,20000,305.00,10,3,2016,B轮
电子商务,2,ae93c834ee2f4f450fdc6dcfb697cfb4.jpg,蘑菇街,浙江,145,,2,21,20000,260.00,11,5,2015,D轮
房产服务,2143,7242c0fb7674bd79b9f801a9288f3366.png,房多多,广东,38,,2,16,22300,260.00,9,4,2015,C轮
文化娱乐,10292,archive/10292.png,斗鱼TV,湖北,115,,1,8,400000,250.00,3,6,2018,E轮
汽车交通,29250,c6119ce3c53deb368de0c9498c4a890b.jpg,小鹏汽车,广东,28,,1,2,400000,250.00,8,16,2018,B+轮
金融,32811184,d99566c45cf4e61f5867f85fa6228541.png,度小满金融,北京,12,,2,28,190000,234.00,4,11,2018,战略投资
物流,10722,b0d5e27725ef1fadcb9e045eb2a92ed4.gif,易商红木,上海,211,,2,15,30600,234.00,5,5,2018,D轮
企业服务,19911,2fc1f7341b504798b5d6b2c92d25c68e.jpg,云从科技,重庆,126,,1,8,--,230.00,10,16,2018,B+轮
旅游,7484,archive/7484.png,同程旅游,江苏,57,,1,5,200000,227.50,6,11,2018,战略投资
汽车交通,1213,1767b0ae2a3ca3b9c6cf264c3d4b32cc.jpg,大搜车,浙江,28,,2,3,57800,227.50,9,7,2018,F轮-上市前
教育,8811,archive/8811.jpg,VIPKID,北京,1,,2,21,50000,227.50,6,20,2018,D+轮
文化娱乐,286,d3a3ea341ba2b1c5cb214397aa65e23d.png,喜马拉雅,上海,115,,2,22,46000,221.00,8,6,2018,E轮
电子商务,16274,71b62d226ec45ceb058a6bb18a0dd071.jpg,美菜网,北京,145,,1,8,100000,220.00,10,11,2018,战略投资
汽车交通,9271,f6fa0c384eb99efc6446fd6df003ce1c.png,游侠汽车,上海,28,,2,22,35000,217.75,8,16,2018,B+轮
金融,51361,3e68ffe776b12a69616fc8f0829beab7.png,银联商务,上海,12,,1,22,200000,205.00,10,11,2016,战略投资
电子商务,6128,archive/6128.png,汇通达,江苏,145,,1,17,450000,200.00,4,11,2018,战略投资
房产服务,4233,archive/4233.png,自如网,北京,38,,1,16,400000,200.00,1,2,2018,A轮
汽车交通,32375926,5e0437ec323717f03bd1821a10cf5150.png,奇点汽车,北京,28,,1,25,300000,200.00,4,4,2018,C轮
文化娱乐,3700,archive/3700.png,猫眼电影,北京,115,,1,10,100000,200.00,11,11,2017,战略投资
汽车交通,27873,5e400ba0edf51a8b8d970a03d3eb1a10.png,首汽租车,北京,28,,1,27,215000,200.00,12,3,2016,B轮
文化娱乐,17167,93e92b6c55a4515c0713a91e0eddb650.jpg,大地影院,广东,115,,1,6,7885,195.00,7,11,2017,战略投资
汽车交通,18710,92216476890000e08fa39ff29d17b923.png,ofo小黄车,北京,28,,2,13,86600,195.00,3,11,2018,战略投资
文化娱乐,3491,archive/3491.png,一下科技,北京,115,,2,19,50000,195.00,11,6,2016,E轮
企业服务,1862,4c1f608d336f9f94c0164bb34c18d088.jpg,旷视科技Face++,北京,126,,2,23,60000,195.00,7,5,2018,D轮
医疗健康,42747,6a632abccba0463f74ebfa766f85e2c2.png,复宏汉霖,上海,47,,2,19,15700,195.00,7,3,2018,B轮
电子商务,3749,f8b33c8fcd7c4c53763210ed4f388d44.png,小红书,上海,145,,2,1,30000,195.00,6,5,2018,D轮
汽车交通,79563,33045c28105f5236e512be7102a609e0.png,拜腾,江苏,28,,2,11,50000,195.00,6,3,2018,B轮
医疗健康,33457298,8f65ea44bfb791397aab29bbae9905a9.png,杰华生物,山东,47,,2,20,27300,177.45,4,11,2018,战略投资
教育,25430,d6d031678c31fe9e344fd3037a1abebd.jpg,作业帮,北京,1,,2,2,50000,162.50,10,6,2018,E轮
硬件,60276,f14b17e48c845471e4960143a813f834.png,寒武纪科技,北京,103,,2,20,--,162.50,6,3,2018,B轮
文化娱乐,1485,d343713161aeb77a972ac7667ffa0bbf.png,知乎,北京,115,,2,8,27000,156.00,8,6,2018,E轮
企业服务,24897,e05c2c92ab09a1b01c5b3d230bfe7844.png,依图科技,上海,126,,2,17,10000,156.00,7,19,2018,C+轮
企业服务,3151,e7f945e354b8717ab0327f814da3ba33.png,金山云,北京,126,,2,29,72000,156.00,1,5,2018,D轮
金融,9835,eb47c174e2494a1807d4b4fad33faec8.png,草根投资,浙江,12,,1,4,230000,155.00,6,5,2018,D轮
汽车交通,53406,81fc8417e2a40e79fb061ef31fc58c8c.png,哈啰出行,上海,28,,1,1,200000,148.00,6,7,2018,F轮-上市前
文化娱乐,17314,1b254af6c140d6eeeed12158c5a38430.jpg,淘票票,浙江,115,,1,24,133300,146.00,7,11,2017,战略投资
金融,4403,e2bf98482d547d8d4d3dcc2f6591668f.png,玖富,北京,12,,2,27,--,143.00,9,6,2018,E轮
本地生活,1613,f8808e52a7211cb6dcefcb8f62ba111a.png,宝宝树,北京,70,,1,4,--,140.00,6,11,2018,战略投资
汽车交通,43551,113ac6a86e5ef64fbe143110e7f351bd.png,银隆新能源,广东,28,,1,15,300000,134.00,12,11,2016,战略投资
金融,1795,71b9ced3ea3b182b46f6a14b0e4c2be8.png,挖财,浙江,12,,2,18,14000,130.00,7,5,2018,D轮
房产服务,1340,71dfcc5971d5c8a4949602d74aa0629a.jpg,土巴兔,广东,38,,2,9,20000,130.00,3,4,2015,C轮
电子商务,17099,e0dae26e6d28c34462d74c57d6aab198.png,每日优鲜,北京,145,,2,6,45000,130.00,9,11,2018,战略投资
文化娱乐,279,archive/279.png,荔枝FM,广东,115,,2,3,5000,130.00,1,5,2018,D轮
金融,24210,8111c0dac57174ee0b5eb00dc588ebe9.png,网信理财,北京,12,,2,20,7000,130.00,9,4,2016,C轮
广告营销,62758,107b21f7418eae4449c1a093ebcd2dd0.png,新潮传媒,四川,95,,1,9,200000,130.00,4,11,2018,战略投资
硬件,10567,archive/10567.png,奥比中光,广东,103,,2,21,20000,130.00,5,5,2018,D轮
电子商务,8705,archive/8705.png,中商惠民网,北京,145,,1,4,130000,130.00,9,3,2016,B轮
汽车交通,28041,9a6461497a0ab467f8094edd268b11ad.png,车和家,北京,28,,1,22,300000,126.00,3,3,2018,B轮
房产服务,21412,18911ddb49ab01877d01acc5d5ad0a75.png,优客工场,北京,38,,1,14,30000,124.00,8,11,2018,战略投资
汽车交通,7699961,71e026deba77b420b21fcd40cf6d786c.jpg,电咖汽车,北京,28,,1,24,200000,120.00,7,12,2018,Pre-A轮
电子商务,8,archive/8.png,找钢网,上海,145,,1,4,--,120.00,7,7,2017,F轮-上市前
汽车交通,28984,aad900162d0d9f2eb3dd46bf99b7a5cd.png,时空电动,浙江,28,,1,13,--,120.00,8,11,2018,战略投资
汽车交通,7887,ce1c6f76eff7cddd4c9d43247e63da75.png,途虎养车,上海,28,,2,15,45000,117.00,9,6,2018,E轮
体育运动,32766436,9553bc329091a31095586ead7f878a0c.png,苏宁体育,江苏,210,,2,19,60000,117.00,7,2,2018,A轮
工具软件,13846,a7697da7f1c2295bd8b27d6d8a289678.png,APUS麒麟合盛,北京,161,,1,18,--,116.50,8,11,2017,战略投资
金融,9986,archive/9986.png,Wecash闪银奇异,北京,12,,2,20,16000,104.00,3,5,2018,D轮
医疗健康,12911,205b6da7c1f6752ede4389d83accc140.jpg,好大夫在线,北京,47,,2,29,20000,100.00,3,5,2017,D轮
电子商务,10782,archive/10782.png,贝贝网,浙江,145,,2,16,10000,100.00,6,5,2016,D轮
企业服务,7017,5951450e36e4072c61b05a580480b9a0.png,华云数据,江苏,126,,1,9,100000,100.00,6,7,2018,F轮-上市前
汽车交通,71236,40bf90091c2e1d8d662283e2fa0145dd.png,曹操专车,浙江,28,,1,17,100000,100.00,1,2,2018,A轮
企业服务,9844,2ff907b1fb016aed3a53c1e57ddb434e.png,猪八戒网,重庆,126,,1,15,260000,100.00,6,4,2015,C轮
金融,55077,88a1aa8f0f023e240bc90dccdc985355.png,正奇金融,安徽,12,,1,29,50000,100.00,12,11,2016,战略投资
金融,6454,archive/6454.png,团贷网,广东,12,,1,31,180000,100.00,5,5,2017,D轮
物流,3364177,bf3bf8a036bb6b89cc0a84cddaaf37c8.png,普泰集团,香港,211,,1,14,100000,100.00,6,11,2017,战略投资
企业服务,4483,3077f2dea386452ef2d9698c57ce8346.png,UCloud,上海,126,,1,28,--,100.00,6,6,2018,E轮
汽车交通,30584,49a6fadfb724102c20ae4728f4f72ddb.jpg,斑马智行,上海,28,,1,13,160000,100.00,9,2,2018,A轮
金融,22529,f1176e9cda10ca04a9098fc5c1db9d3f.jpg,拉卡拉,北京,12,,1,24,7000,100.00,6,11,2015,战略投资
汽车交通,6696134,628990dcb43cd257945765d6fa16d79f.png,爱驰汽车,上海,28,,1,15,--,100.00,4,2,2018,A轮
文化娱乐,18756,2506998f4198e3ccadb49c9a0ef521bf.jpg,网易云音乐,浙江,115,,1,12,--,100.00,10,11,2018,战略投资
文化娱乐,16082,5979fb15e0aef81f31ed8351af8d29dd.jpg,快看漫画,北京,115,,2,1,17700,99.45,12,5,2017,D轮
电子商务,1418,265b581a946c2d8b77dc78d47c5ccbc4.png,爱回收,上海,145,,2,12,15000,97.50,7,11,2018,战略投资
旅游,849,5a0acca6406b06af117f1a2fbbaa3111.jpg,途家网,北京,57,,2,10,30000,97.50,10,6,2017,E轮
游戏,8833,archive/8833.png,西山居,广东,80,,2,21,14300,97.50,4,11,2017,战略投资
硬件,21616,fc8b824fa106e46f617234e27c172f9e.jpg,地平线机器人,北京,103,,2,20,--,97.50,10,14,2017,A+轮
教育,9459,archive/9459.png,轻轻家教,上海,1,,2,30,5500,97.50,10,5,2017,D轮
房产服务,38,b1096e80582b832d420d32c527516fcf.png,小猪短租,北京,38,,2,10,30000,97.50,10,11,2018,战略投资
电子商务,454,archive/454.png,辣妈帮,广东,145,,2,9,--,97.50,2,5,2017,D轮
医疗健康,17555,c3ef4bd24fe209bc0375afb9d03f0889.jpg,1药网,广东,47,,2,12,14000,91.00,9,8,2018,IPO上市
硬件,44471,ea9c0d3ba1c293b4ee88c3e3b0c40f69.png,酷开,广东,103,,1,16,101000,91.00,3,11,2018,战略投资
电子商务,27182,fc8b9ae92ab33816d560b89507fbfa1a.jpg,百果园,广东,145,,1,11,150000,90.00,1,3,2018,B轮
文化娱乐,13789,68441beb683be2434c6cccad1a37a990.jpg,界面,上海,115,,1,2,30000,90.00,7,3,2016,B轮
旅游,56299,57956603ac0250de7baf1855cd487fbb.png,古北水镇,北京,57,,1,10,--,85.00,7,11,2018,战略投资
物流,11553,9330f93b514b83a5df627a7c351e54a0.jpg,ANE安能物流,上海,211,,2,1,15000,84.50,1,6,2016,E轮
电子商务,2315,archive/2315.png,中粮我买网,北京,145,,2,21,22000,84.50,10,4,2015,C轮
房产服务,32112,a4d5bc3dca4468b5ba0794c3e934c713.png,氪空间,北京,38,,2,26,30000,84.50,6,3,2018,B轮
汽车交通,21897,c2c99e0dcaa19033f5852fc8e8ccfc24.jpg,ETCP停车,北京,28,,1,13,155000,82.00,10,3,2016,B轮
物流,13923,2a762c1f9808130d58624d90fa819b0a.png,运立方,北京,211,,2,2,12600,81.90,5,3,2015,B轮
医疗健康,14078,79048bf21c37d27225369d5a587722f2.png,医联,四川,47,,1,31,100000,80.00,7,5,2018,D轮
电子商务,1821,3b97d62ccb48f64914d440de51b32b41.jpg,易果生鲜,上海,145,,2,3,30000,78.00,8,5,2017,D轮
物流,9987,59bf835ca61d7707867b3d5618228b16.png,闪送,北京,211,,2,28,6000,78.00,8,5,2018,D轮
物流,81102,3fdf3578b48354ad8cf7a8c4ef081562.png,安鲜达物流,上海,211,,2,1,30000,78.00,8,11,2017,战略投资
医疗健康,48235,2b971759e60541e8eb7209c6e626370e.png,明码生物,上海,47,,2,8,24000,78.00,9,16,2017,B+轮
教育,23347,c72850d60e7ce01f27dce1b02feedc7f.jpg,掌门1对1,上海,1,,2,26,12000,78.00,12,5,2017,D轮
金融,31889,3ddfb2b5b840c9b7a70a8be5dba3b96b.png,易生金服,北京,12,,1,29,190000,76.00,12,16,2016,B+轮
汽车交通,60647,8777702cfacf6a180b2b7374076ca5c9.jpg,微宏,浙江,28,,1,21,276000,75.00,4,11,2017,战略投资
企业服务,17847,b0692148b5b851632a532d4dd75a889d.png,数梦工场,浙江,126,,1,8,75000,75.00,6,2,2017,A轮
企业服务,9017,a5e9601a6551195b9d37a00c53c82cae.png,九次方大数据,北京,126,,1,9,8000,75.00,7,19,2018,C+轮
金融,4306,0add1844af7c26ece4876191f1743417.jpg,富途证券,广东,12,,2,12,14550,74.30,6,4,2017,C轮
农业,32542952,8010e8887d36f1fa862e82d2770a0423.png,农信互联,北京,258,,1,18,36400,74.00,9,3,2018,B轮
工具软件,32786293,a6311d0b4422c5fe58ecd49549228d55.png,网易有道,北京,161,,2,17,--,72.80,4,2,2018,A轮
电子商务,10602,f49b8357ee142f252b17722e294bbefb.gif,蜜芽宝贝,北京,145,,2,28,10000,71.50,10,6,2016,E轮
电子商务,23578,5c46d13c9fc65af96b205e428d7e2c12.png,易久批,北京,145,,2,20,20000,71.50,9,5,2018,D轮
医疗健康,59787,7f1eb001ce6478adac7ddd013a50c5ed.png,天境生物,上海,47,,2,29,22000,71.50,6,4,2018,C轮
医疗健康,17723,cf00854c1beec5230699d5c0a130b2f0.PNG,信达生物,江苏,47,,2,27,15000,71.50,4,6,2018,E轮
房产服务,44840,6e4ce10a66e3539a0eb46c0f7813d565.png,艾佳生活,江苏,38,,1,18,100000,70.00,9,3,2018,B轮
教育,1925,87ef2e9ce9f5a2fc642c918b11c5b776.png,沪江网校,上海,1,,1,28,100000,70.00,10,5,2015,D轮
汽车交通,30766,4a4c57918ee2a9a1dca0d1cb2cf41bbc.png,首汽约车,北京,28,,1,20,70000,70.00,11,16,2017,B+轮
医疗健康,30244,8b195da974f1626cfedf9010f63caaf9.png,诺禾致源,北京,47,,1,17,50000,70.00,11,3,2016,B轮
企业服务,101,archive/101.png,云知声,北京,126,,1,19,60000,70.00,7,19,2018,C+轮
电子商务,6054,534234fd71a5f2900e6d9e4fffdfdd99.png,1919酒类直供,四川,145,,1,18,200000,70.00,10,4,2018,C轮
医疗健康,16916,15c50d4415c4721e9c09139f53f81462.png,零氪科技,北京,47,,1,4,100000,70.00,7,5,2018,D轮
文化娱乐,25503,db941e08b4972a8de0f2b2d2f6ed9424.jpg,罗辑思维,北京,115,,1,25,96000,70.00,9,4,2017,C轮
医疗健康,63,archive/63.png,春雨医生,北京,47,,1,6,--,70.00,6,5,2016,D轮
金融,23251,e8372548d3600db057fd6e98113b572a.png,老虎证券,北京,12,,1,11,50000,68.90,7,4,2018,C轮
金融,21150,11cccb2ce6ba4221218a26ddf68f9678.jpg,联易融,广东,12,,2,15,22000,68.25,10,4,2018,C轮
电子商务,10382,archive/10382.png,金银岛,北京,145,,1,5,80000,66.60,8,3,2015,B轮
本地生活,58692,d448cfd296160d7d661942f60f43c734.png,便利蜂,北京,70,,2,9,30000,65.00,2,2,2017,A轮
企业服务,18664,304cc0ac75d61342b1d5ea88c0e2c488.jpg,涂鸦智能,浙江,126,,2,24,20000,65.00,7,4,2018,C轮
本地生活,18031,7c579d074cebc33de94e43b0debf656c.png,58到家,北京,70,,2,12,30000,65.00,10,2,2015,A轮
硬件,6957,132a8cd552922f091221f82998cc6ce0.png,Ninebot纳恩博,北京,103,,2,20,10000,65.00,10,4,2017,C轮
旅游,12203,302c236cd4fc2b69d42ceb383ce67169.png,KLOOK客路旅行,广东,57,,2,7,20000,65.00,8,5,2018,D轮
教育,7237,archive/7237.jpg,学霸君,北京,1,,2,20,10000,65.00,1,4,2017,C轮
医疗健康,32409896,8e647b8707b990a9ae67f6952a946b1a.png,基石药业,江苏,47,,2,9,26000,65.00,5,3,2018,B轮
物流,7239,36ed42a9c3b7f7721822c0e9ed028920.png,G7,北京,211,,2,23,--,65.00,8,11,2018,战略投资
教育,335,141dd540d28946082e822352d0f5aebd.png,一起作业,上海,1,,2,20,25000,65.00,3,6,2018,E轮
本地生活,846,8fbf3a261f1e56a51c73cd15f8832042.png,点我达,浙江,70,,2,11,29000,65.00,7,11,2018,战略投资
电子商务,29631,95f06c66eba139eb8b0fb199b2a9fce9.png,转转,北京,145,,2,18,20000,65.00,4,2,2017,A轮
汽车交通,53629,3acab9539a788f02cabf55f028baefab.png,Momenta,北京,28,,2,18,20000,65.00,10,11,2018,战略投资
企业服务,934,15d3a3291b5f047552d1deced5ff7d99.png,纷享销客,北京,126,,2,23,5000,65.00,1,11,2018,战略投资
硬件,43928,a1f2c4495df7be3ebce8112300dbb983.png,好享家,江苏,103,,2,18,--,65.00,10,19,2018,C+轮
金融,1155,d64de4ec668e1f5a036c2fb67e2e0189.png,点融网,上海,12,,2,7,4000,65.00,8,6,2018,E轮
汽车交通,32655,81b393ca1fe34f5a4407fe9c4e36e0ba.jpg,巴图鲁汽配铺,广东,28,,1,2,--,65.00,3,11,2018,战略投资
医疗健康,4887,4ed18c2ecb3984b7b732cd5482e6f098.png,新氧,北京,47,,2,4,7000,65.00,9,6,2018,E轮
医疗健康,32992613,1c0d4ad1a0cd5462b5c15474b6b51e1b.png,禾连健康,浙江,47,,2,21,7500,65.00,6,3,2018,B轮
文化娱乐,2624,afff366f0974e8d29bbf9b51471766f1.jpg,一点资讯,北京,115,,2,17,12100,65.00,10,6,2017,E轮
企业服务,5798,b28fc28debaebcf7c43ee36440f1f8ec.jpg,同盾科技,浙江,126,,2,10,7280,65.00,10,4,2017,C轮
本地生活,32827078,ec93c7365ff2a128e5063734b6b393f8.png,禧云国际,北京,70,,2,8,20000,65.00,5,2,2018,A轮
社交网络,5760,archive/5760.png,脉脉,北京,135,,2,21,20000,65.00,8,5,2018,D轮
医疗健康,80887,0ae13c279dd14b45be128b5e9999af67.png,安翰光电,湖北,47,,2,15,10000,65.00,8,3,2017,B轮
教育,8840,ed10d419187b3297ed42debe914f45a5.png,慧科教育集团,北京,1,,1,24,--,65.00,5,5,2018,D轮
教育,1927,archive/1927.png,VIPABC,上海,1,,2,19,20000,65.00,11,4,2015,C轮
金融,1393,archive/1393.png,人人贷,北京,12,,2,5,13000,65.00,1,2,2014,A轮
电子商务,1634,957242155495aaeed9639ed05a4f4f19.png,返利网,上海,145,,2,21,10000,65.00,4,4,2015,C轮
物流,57532,3696f38836b8315c396b35e21d81bb18.png,越海物流,广东,211,,1,21,120000,65.00,9,2,2017,A轮
医疗健康,1556,4578a9d42b037096e43e08ab96ebe089.png,丁香园,浙江,47,,2,10,10000,65.00,4,5,2018,D轮
物流,17081,6948f54e6b3e28c34cfee1da8a9eac35.jpg,云鸟配送,北京,211,,2,13,10000,65.00,2,5,2017,D轮
物流,28997,00e27987536115b63e4d2eab8d0c211e.jpg,斑马快跑,湖北,211,,1,21,65000,65.00,4,5,2017,D轮
企业服务,107,c04c8740ebdd7572853a5b6840bdd396.png,出门问问,北京,126,,2,6,18000,65.00,4,5,2017,D轮
金融,1971,archive/1971.png,随手记,广东,12,,2,25,20000,65.00,9,4,2017,C轮
物流,38479,1c1d1ae7abf5773b30a0f894a855b695.png,快狗打车,北京,211,,2,13,25000,65.00,7,2,2018,A轮
教育,1491,archive/1491.png,猿题库,北京,1,,2,31,12000,65.00,5,6,2017,E轮
医疗健康,28104,0d6f38cfde85fa9efed7b5303d8de54a.jpg,碳云智能科技,广东,47,,1,3,30000,65.00,7,11,2016,战略投资
汽车交通,11646,archive/11646.png,人人车,北京,28,,2,26,30000,65.00,4,6,2018,E轮
电子商务,11157,8e1076416fb4af42708a4f9a49f7de83.jpg,卷皮网,湖北,145,,1,13,60000,65.00,4,4,2016,C轮
本地生活,20673807,b3cc88a45f601aaf5b15730bcef67d65.png,瑞幸咖啡Luckin Coffee,北京,70,,2,11,20000,65.00,7,2,2018,A轮
工具软件,25651,a1e42afc409ac9802acff209ac420dd6.jpg,DotC United,北京,161,,2,25,35000,65.00,7,3,2017,B轮
房产服务,11382,6528ec09cea257e92cf81d0fc23fe173.PNG,魔方公寓,上海,38,,2,12,30000,65.00,4,4,2016,C轮
硬件,26049,74298d7aa4d9e6968aea66f053cb40a1.png,小马智行,北京,103,,2,11,10200,65.00,7,14,2018,A+轮
硬件,25188,9d06a4ebeed7bee15cbd1de2262f81f9.jpg,微鲸科技,上海,103,,1,14,200000,65.00,8,2,2015,A轮
电子商务,60225,3aa5b74649a9921ad153f0e69635bb67.jpg,执御信息,浙江,145,,2,28,--,65.00,5,4,2018,C轮
物流,16184,891d6c96f93eb21b062a46dbdc7be820.png,货拉拉,广东,211,,2,11,10000,63.70,10,4,2017,C轮
硬件,31389,747c3ad1f8d66cd21c556d851debf788.jpg,努比亚Nubia,广东,103,,1,31,193000,60.00,12,11,2015,战略投资
汽车交通,10727,53dec5f8b5b69de2987b1d1b257ef99f.png,车置宝,江苏,28,,1,6,80000,60.00,6,5,2018,D轮
企业服务,32512101,754a85873f1362e156987127f0d7decb.png,寰图,广东,126,,1,12,--,60.00,10,14,2018,A+轮
本地生活,77478,a3e1719475670315b4c68ed76fc4e5df.png,奈雪の茶,广东,70,,1,19,--,60.00,3,14,2018,A+轮
硬件,51816,d3a3259293a8fb3eed27faaa39ea6491.png,能力风暴,上海,103,,1,8,60000,60.00,10,2,2016,A轮
